preprocess,seed,converged,niter,objective_final,objective_still_changing,final_rel_obj_change,fit_sec,mean_label_change_frac,final_label_change_frac,max_label_change_frac,cluster_frac_min,cluster_frac_mid,cluster_frac_max,margin_mean,margin_median,margin_p10,margin_p25,margin_lt_0p01_frac
raw_l2,10,1,95,0.21537025272846222,0,6.918857165313777e-08,0.41789106000214815,0.007595075134884881,4.506866025622003e-05,0.19729851186275482,0.3024437108878197,0.34378706485380717,0.35376922425837315,0.1421269178390503,0.14392989873886108,0.037096478044986725,0.08693093806505203,0.02641903084785149
raw_l2,11,1,122,0.2146347314119339,0,0.0,0.5374453458935022,0.006659760065875252,1.2091591997887008e-05,0.1969907283782959,0.2762203439948204,0.3489666634788831,0.37481299252629646,0.14469154179096222,0.14897966384887695,0.03447671979665756,0.08466707170009613,0.028708738813902693
raw_l2,12,1,125,0.21323515474796295,0,0.0,0.5502634309232235,0.007382333584380083,0.0,0.1680709272623062,0.2889560888314355,0.32850878783981496,0.3825351233287495,0.1360080987215042,0.13821041584014893,0.03267376869916916,0.07888326793909073,0.030566447149297092
raw_l2,13,1,143,0.21272246539592743,0,0.0,0.6299032056704164,0.006421556569645399,3.7374011299107224e-05,0.1697285771369934,0.2859991447946243,0.30040792636879576,0.41359292883657994,0.13502581417560577,0.13481423258781433,0.03125191852450371,0.0745759904384613,0.03217682745187271
raw_l2,14,1,97,0.2129659205675125,0,0.0,0.4268918549641967,0.006589631441964154,0.0,0.171219140291214,0.2626074090684747,0.3561798481515802,0.3812127427799451,0.1451655924320221,0.14802664518356323,0.04416902735829353,0.09546802192926407,0.022490362450987827
raw_l2,15,1,259,0.214763343334198,0,0.0,1.1358433798886836,0.0034285117406348707,2.1984713384881616e-05,0.19165503978729248,0.2823156059591766,0.3375115282344186,0.3801728658064048,0.14241667091846466,0.14323952794075012,0.034297436475753784,0.08249491453170776,0.029095669780801407
raw_l2,16,1,421,0.21469369530677795,0,6.94066033858901e-08,1.8506441488862038,0.0025387082745699746,4.396942586026853e-06,0.2037762999534607,0.32883526084313575,0.3343567217713524,0.33680801738551186,0.13967375457286835,0.14069953560829163,0.0330570749938488,0.07995077967643738,0.03000253923447027
raw_l2,17,1,199,0.2136511504650116,0,0.0,0.8753063310869038,0.004303218887422061,1.8687005649553612e-05,0.17733418941497803,0.31970281063576494,0.3205459244187516,0.35975126494548343,0.1359531432390213,0.1343924105167389,0.030903613194823265,0.07399286329746246,0.03198885814693044
raw_l2,18,1,105,0.21281886100769043,0,0.0,0.46191410068422556,0.006974047683465519,1.6488535038661212e-05,0.1593078225851059,0.2287498502291357,0.3767597389535056,0.3944904108173587,0.14012396335601807,0.13994145393371582,0.03468381240963936,0.07879529893398285,0.028547151165794423
raw_l2,19,1,198,0.21356454491615295,0,0.0,0.8713311990723014,0.005195389377080444,3.5175540688214824e-05,0.19125160574913025,0.3086181178226779,0.34178535664152715,0.34959652553579496,0.1371663361787796,0.14194375276565552,0.032275669276714325,0.08041313290596008,0.03128864500512794
center_l2,0,1,112,0.15252193808555603,0,9.769846833226273e-08,0.49255170207470655,0.007498440998955556,5.496178346220404e-06,0.19298841059207916,0.3188882769810151,0.33762584874736595,0.3434858742716189,0.1875222623348236,0.18597617745399475,0.043813496828079224,0.10325880348682404,0.022227645118349213
center_l2,1,1,101,0.15474684536457062,0,0.0,0.44505425496026874,0.0070878714857326485,3.297706825833302e-06,0.17615361511707306,0.30820920214175085,0.3379809018789236,0.35380989597932555,0.1960187405347824,0.20578479766845703,0.05133672431111336,0.12364763021469116,0.019640044277214053
center_l2,2,1,125,0.15565115213394165,0,0.0,0.5493891229853034,0.006654985379070915,1.429006351827411e-05,0.18847274780273438,0.3130810147704301,0.3203414665782881,0.36657751865128174,0.1932758241891861,0.19018803536891937,0.04338538274168968,0.10552147775888443,0.022967430745402723
center_l2,3,1,138,0.15440300107002258,0,9.650822621644035e-08,0.6062012161128223,0.0056497502320488665,1.2091591997887008e-05,0.17381443083286285,0.32252125097419765,0.33479751528762053,0.3426812337381818,0.19117017090320587,0.1979972869157791,0.047713130712509155,0.11244720220565796,0.020856898198682455
