task,num_clusters,partition_seed,region_left,region_right,left_transition_count,right_transition_count,pairwise_response_contrast,pairwise_mean_action_contrast,pairwise_action_slope_contrast,jacobian_cosine_distance,jacobian_log_scale_distance,jacobian_subspace_chordal_distance,jacobian_bures_distance
reacher,4,1,0,3,496420,473792,0.01675909427040779,0.00016791036007857295,0.016591183910329217,1.215327833604502,0.014176666073311174,0.964074982075844,0.76571624137865
reacher,4,1,1,2,504173,505767,0.012912924443763787,0.00011750361924435212,0.012795420824519435,1.1499183169263738,0.08424798537373457,0.9746945208349623,0.8504392537294366
reacher,4,1,1,3,504173,473792,0.011894676296315172,0.000126308133548959,0.011768368162766213,0.921939647652677,0.05451853696978639,0.9196138765083709,0.7539645263847391
reacher,4,1,2,3,505767,473792,0.018989761545171274,0.00018750900032132363,0.01880225254484995,1.595390478249973,0.13876652234352094,0.8605533731166325,0.40993186113204155
reacher,4,2,0,1,497691,479634,0.01108263324641184,0.00010737357781121477,0.010975259668600626,0.8760571823745403,0.01864827760096477,0.9240384477010436,0.7266429440512446
reacher,4,2,0,2,497691,501563,0.014688758759117704,0.00013966520293884888,0.014549093556178855,1.2390549803082704,0.08623591825539516,0.9627407358771,0.7615946422449077
reacher,4,2,0,3,497691,501264,0.021002612047800188,0.000246627069972879,0.02075598497782731,1.6040176980245602,0.013845991217940237,0.863209483121792,0.39596475565743144
reacher,4,2,1,2,479634,501563,0.01864899766165809,0.00017314489787515088,0.01847585276378294,1.6056190975928653,0.06758764065443046,0.8557522905647529,0.395293506605664
reacher,4,2,1,3,479634,501264,0.015796083638694926,0.0001504512259834486,0.015645632412711476,1.231395480056704,0.032494268818904985,0.964872841057841,0.767791456436813
reacher,4,2,2,3,501563,501264,0.011207906616769563,0.00013897065104065393,0.011068935965728909,0.9274888673175968,0.10008190947333549,0.9167783050495653,0.7450133062884055
cube,2,0,0,1,1036640,943512,0.0441317492832856,0.0003853257134890198,0.043746423569796584,0.6984435092624603,0.00034321876086334656,0.8077924967971312,0.5502341148667198
cube,2,1,0,1,936636,1043516,0.04365622941017072,0.0003720212020551218,0.0432842082081156,0.6933701011793776,0.004094266006451977,0.8094705761535015,0.5505111757880327
cube,2,2,0,1,931277,1048875,0.043811960397178364,0.00037850996004052225,0.04343345043713784,0.6951912204725854,0.0069294912142936855,0.8080568067862035,0.5534367958280612
cube,3,0,0,1,561061,763005,0.06733708759620437,0.0007178704047446204,0.06661921719145975,0.7872944415009806,0.05602871940405896,0.8634859846078906,0.5995634740504707
