preprocess,seed_a,seed_b,ari,nmi,label_agreement,centroid_cosine,restart_budget
zscore_kmeanspp_R5,0,10,0.36351484214308305,0.32256274296343695,0.727705026694939,0.7348971565564474,5
zscore_kmeanspp_R5,0,11,0.3401469685675887,0.3185573649465344,0.6966779997867483,0.6838517685731252,5
zscore_kmeanspp_R5,0,12,0.3478888815772536,0.3172423703415341,0.7134017717481036,0.7141445477803549,5
zscore_kmeanspp_R5,0,13,0.11456826842158895,0.13193202282309818,0.4681018287984364,0.2821478024125099,5
zscore_kmeanspp_R5,0,14,0.31544135659802025,0.2943144922400076,0.6909663710821865,0.6855456233024597,5
zscore_kmeanspp_R5,0,15,0.22424293988395103,0.22171288102992726,0.5942116446434794,0.5270874301592509,5
zscore_kmeanspp_R5,0,16,0.4235505203694354,0.365016610526322,0.7660309786605374,0.7915018200874329,5
zscore_kmeanspp_R5,0,17,0.23670787692612721,0.23306251986430948,0.6014402186159963,0.5340254108111063,5
zscore_kmeanspp_R5,0,18,0.30638120955336345,0.2800519134142081,0.6907674094202301,0.6908475756645203,5
zscore_kmeanspp_R5,0,19,0.127304888915331,0.15379526141264094,0.5004303507771046,0.3142709794143836,5
zscore_kmeanspp_R5,1,2,0.2394893931256901,0.23049307513025913,0.638546018953022,0.6067403157552084,5
zscore_kmeanspp_R5,1,3,0.15610676147548122,0.14299742626151352,0.561138940094952,0.45372052987416583,5
zscore_kmeanspp_R5,1,4,0.20953597104435287,0.21504135689443946,0.6061328558253446,0.5439228216807047,5
zscore_kmeanspp_R5,1,5,0.14439815313261006,0.1511597419102259,0.5442678705496069,0.45868263641993207,5
zscore_kmeanspp_R5,1,6,0.37886470107202364,0.3480358842896494,0.7277929655510523,0.710337221622467,5
zscore_kmeanspp_R5,1,7,0.16271936061840964,0.16365584097900027,0.5614533215055572,0.48050667842229206,5
zscore_kmeanspp_R5,1,8,0.6759736958058401,0.6033480576201513,0.8797480112078072,0.9153290192286173,5
zscore_kmeanspp_R5,1,9,0.2405854980154146,0.21121564532277284,0.6492448800349118,0.6223011215527853,5
zscore_kmeanspp_R5,1,10,0.2177815018416126,0.20838143716651186,0.5993758539687355,0.5262648463249207,5
zscore_kmeanspp_R5,1,11,0.3811238535320347,0.34717526483538474,0.7274994696187741,0.7228904366493225,5
zscore_kmeanspp_R5,1,12,0.15142896077330326,0.1648233942083019,0.5143565678783542,0.3916001667579015,5
zscore_kmeanspp_R5,1,13,0.261524534955982,0.25381848562789616,0.6499901618404723,0.6028695305188497,5
zscore_kmeanspp_R5,1,14,0.12553185387167445,0.12786516628063066,0.5076512300997117,0.38674186170101166,5
zscore_kmeanspp_R5,1,15,0.26811717428318405,0.25420525337058697,0.6401553000198962,0.5872184236844381,5
zscore_kmeanspp_R5,1,16,0.18746353555253395,0.1899271332392018,0.5477634400801124,0.44173238674799603,5
zscore_kmeanspp_R5,1,17,0.3792819626281939,0.3360064639403487,0.7397174744400219,0.745886504650116,5
zscore_kmeanspp_R5,1,18,0.1821856216617741,0.17871562434839044,0.5730656474553243,0.476640522480011,5
zscore_kmeanspp_R5,1,19,0.4254941379155108,0.3972692463812367,0.7530720889765347,0.7471038897832235,5
zscore_kmeanspp_R5,2,3,0.08084684099328038,0.07523263248027988,0.4989276955732679,0.38309311866760254,5
zscore_kmeanspp_R5,2,4,0.15345689771085735,0.17978097289124378,0.5045601793073277,0.3760475317637126,5
zscore_kmeanspp_R5,2,5,0.1763101179298676,0.18865730342443515,0.5548853881895918,0.45077449083328247,5
zscore_kmeanspp_R5,2,6,0.15001816140436117,0.15995745453669744,0.535538839844656,0.43838415543238324,5
zscore_kmeanspp_R5,2,7,0.14386709748099386,0.16372851576780065,0.4606050413147738,0.2603117873271306,5
zscore_kmeanspp_R5,2,8,0.2903733849669228,0.26567765838759694,0.681288699966913,0.6836648980776469,5
zscore_kmeanspp_R5,2,9,0.18616057936342276,0.201122086332177,0.5682367050190003,0.4880397717158,5
zscore_kmeanspp_R5,2,10,0.11961080377219041,0.11036205556616914,0.5467422501134961,0.4387400647004445,5
zscore_kmeanspp_R5,2,11,0.1124809876133149,0.11002209646628382,0.5207914936744481,0.40897802511850995,5
zscore_kmeanspp_R5,2,12,0.13424818284029733,0.15170578887624042,0.4564213502351815,0.2586352117359638,5
zscore_kmeanspp_R5,2,13,0.2569748629242787,0.22658990439710402,0.6637811729504476,0.6429940263430277,5
zscore_kmeanspp_R5,2,14,0.1018029344000344,0.10434475679402416,0.46956271304561936,0.2675565034151077,5
zscore_kmeanspp_R5,2,15,0.15785805048287932,0.17523037325998872,0.5234956134999335,0.4041232168674469,5
zscore_kmeanspp_R5,2,16,0.10043484555737393,0.1086500553382733,0.45034917222055504,0.23495580752690634,5
zscore_kmeanspp_R5,2,17,0.17783932718722228,0.17527828422947095,0.5808812132923978,0.5213669836521149,5
zscore_kmeanspp_R5,2,18,0.12363168409017776,0.11865104676332326,0.5136695455649687,0.3551841328541438,5
zscore_kmeanspp_R5,2,19,0.2548098758645868,0.2300823015102628,0.6565141257283811,0.6268114646275839,5
zscore_kmeanspp_R5,3,4,0.17431466835654494,0.1746259093040105,0.5455693656200844,0.4512701630592346,5
